result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
50.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,aalborg,,"Miljø, energi og bæredygtighed i Aalborg Kommune",https://www.aalborg.dk/miljoe-energi-og-natur/klima,"Miljø, energi og natur. Klima; Trafikkens miljøkonsekvenser; Jord; Affald og genbrug; Drikkevand og grundvand; Spildevand og kloakering; Vandløb; Vådområder og lavbundsprojekter; Vandplanprojekter; Varme; Fredning og naturbeskyttelse; Skadevoldende dyr og planter; Drift af grønne områder; Bæredygtighedsmanual; Hønsehold og fuglehold i haven; Hold af kælegrise",1640000.0,kommunal,
50.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,aalborg,,"Miljø, energi og bæredygtighed i Aalborg Kommune",https://www.aalborg.dk/miljoe-energi-og-natur/vaadomraader-og-lavbundsprojekter,"Miljø, energi og natur. Klima; Trafikkens miljøkonsekvenser; Jord; Affald og genbrug; Drikkevand og grundvand; Spildevand og kloakering; Vandløb; Vådområder og lavbundsprojekter; Vandplanprojekter; Varme; Fredning og naturbeskyttelse; Skadevoldende dyr og planter; Drift af grønne områder; Bæredygtighedsmanual; Hønsehold og fuglehold i haven; Hold af kælegrise",1640000.0,kommunal,
50.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,aalborg,,"Miljø, energi og bæredygtighed i Aalborg Kommune",https://www.aalborg.dk/miljoe-energi-og-natur/baeredygtighedsmanual,"Miljø, energi og natur. Klima; Trafikkens miljøkonsekvenser; Jord; Affald og genbrug; Drikkevand og grundvand; Spildevand og kloakering; Vandløb; Vådområder og lavbundsprojekter; Vandplanprojekter; Varme; Fredning og naturbeskyttelse; Skadevoldende dyr og planter; Drift af grønne områder; Bæredygtighedsmanual; Hønsehold og fuglehold i haven; Hold af kælegrise",1640000.0,kommunal,
51.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionh,,Miljø - Region H,https://www.regionh.dk/til-fagfolk/miljoe/en-groennere-region/Klimatilpasning/Sider/S%C3%A5dan-arbejder-vi-med-klimatilpasning.aspx,"Miljø Med FN""s verdensmål som pejlemærke arbejder vi målrettet for et klima og miljø i balance. Vi gør vores hospitaler grønnere og arbejder på tværs i hele regionen for at reducere klimaforandringer, tilpasse os et ændret klima, anvende ressourcerne bedre og sikre grundvandet.",1640000.0,kommunal,
51.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionh,,Miljø - Region H,https://www.regionh.dk/til-fagfolk/miljoe/en-groennere-region/Klimatilpasning/Sider/Klimatilpasning-p%C3%A5-tv%C3%A6rs.aspx,"Miljø Med FN""s verdensmål som pejlemærke arbejder vi målrettet for et klima og miljø i balance. Vi gør vores hospitaler grønnere og arbejder på tværs i hele regionen for at reducere klimaforandringer, tilpasse os et ændret klima, anvende ressourcerne bedre og sikre grundvandet.",1640000.0,kommunal,
51.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionh,,Miljø - Region H,https://www.regionh.dk/til-fagfolk/miljoe/en-groennere-region/cirkulaer-oekonomi/Sider/S%C3%A5dan-arbejder-vi-med-cirkul%C3%A6r-%C3%B8konomi.aspx,"Miljø Med FN""s verdensmål som pejlemærke arbejder vi målrettet for et klima og miljø i balance. Vi gør vores hospitaler grønnere og arbejder på tværs i hele regionen for at reducere klimaforandringer, tilpasse os et ændret klima, anvende ressourcerne bedre og sikre grundvandet.",1640000.0,kommunal,
51.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionh,,Miljø - Region H,https://www.regionh.dk/til-fagfolk/miljoe/en-groennere-region/cirkulaer-oekonomi/Sider/B%C3%A6redygtige-indk%C3%B8b-i-EU-st%C3%B8ttet-projekt.aspx,"Miljø Med FN""s verdensmål som pejlemærke arbejder vi målrettet for et klima og miljø i balance. Vi gør vores hospitaler grønnere og arbejder på tværs i hele regionen for at reducere klimaforandringer, tilpasse os et ændret klima, anvende ressourcerne bedre og sikre grundvandet.",1640000.0,kommunal,
65.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,venstre,,"Natur og miljø - Venstre, Danmarks Liberale Parti",https://www.venstre.dk/politik/principprogram/natur-og-miljoe,"Grænseoverskridende forurening skal bekæmpes i EU og i internationalt regi. Fælles EU-miljøkrav på alle områder, hvor forureningen er grænseoverskridende, skal sikre, at borgere og virksomheder i ét EU-land ikke kan overvælte omkostninger på et andet EU-land.",1640000.0,statslig,
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-temperatur/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-nedboer/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-toerke/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-grundvand/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-havniveau/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is"
73.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,kefm,,"Klima-, miljø- og naturmæssige konsekvensvurderinger",https://kefm.dk/klima-og-vejr/klimaindsatsen-i-danmark,"Klima-, miljø- og naturmæssige konsekvensvurderinger Et godt grundlag for en politisk beslutning skal indeholde en vurdering af et forslags påvirkning på samfundet som en helhed, herunder påvirkninger på klimaet, miljøet og naturen.",1640000.0,statslig,"Umiddelbart er der en tendens til at ministerier taler om 'grønne tiltag' frem for bæredygtighed. Yderligere virker det til at der er en klar opdeling mellem hvor Danmark som Rigsfælleskab bliver nævnt (f.eks. fremgår Grønland og Færøerne ikke under Klima og vejr, men kun under Danmarks tilslutning til diverse globale samarbejder). Det kan måske være interessant at kigge nærmere på. Der er nok i virkeligheden også flere undersider på kefm.dk der kan være interessante, men har forsøgt så vidt muligt at vælge ""aktør-udtalelser"", dvs. steder hvor der virker til at kefm udtaler sig om specifikke nationale anliggender (en udtalelse om den nationale klimaindsats er taget med, men en udtalelse om parisaftalen er ikke). Skal måske revurderes."
73.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,kefm,,"Klima-, miljø- og naturmæssige konsekvensvurderinger",https://kefm.dk/globale-samarbejder/klimasamarbejde-i-arktis,"Klima-, miljø- og naturmæssige konsekvensvurderinger Et godt grundlag for en politisk beslutning skal indeholde en vurdering af et forslags påvirkning på samfundet som en helhed, herunder påvirkninger på klimaet, miljøet og naturen.",1640000.0,statslig,"Umiddelbart er der en tendens til at ministerier taler om 'grønne tiltag' frem for bæredygtighed. Yderligere virker det til at der er en klar opdeling mellem hvor Danmark som Rigsfælleskab bliver nævnt (f.eks. fremgår Grønland og Færøerne ikke under Klima og vejr, men kun under Danmarks tilslutning til diverse globale samarbejder). Det kan måske være interessant at kigge nærmere på. Der er nok i virkeligheden også flere undersider på kefm.dk der kan være interessante, men har forsøgt så vidt muligt at vælge ""aktør-udtalelser"", dvs. steder hvor der virker til at kefm udtaler sig om specifikke nationale anliggender (en udtalelse om den nationale klimaindsats er taget med, men en udtalelse om parisaftalen er ikke). Skal måske revurderes."
74.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,furesoe,,Center for By og Miljø | Furesø Kommune,https://www.furesoe.dk/oplevelser/velkommen-til-furesoe/miljoe-og-klima/,"Centeret har også ansvaret for planlægning og udførelse af natur- og miljøopgaver. Derudover har centeret ansvar for kommunens veje og stier, trafiksikkerhed, forvaltning af grønne områder, snerydning, glatførebekæmpelse og affaldshåndtering.",1640000.0,kommunal,
79.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,odsherred,,Miljø og klima | Odsherred Kommune,https://www.odsherred.dk/sites/default/files/PDF/groen_omstilling_-_katalog_august_2020_-_rettet.pdf,"Natur, miljø og affald . Natur; Erhvervsaffald . Genbrugsstationer . Genbrugsstationernes åbningstider; Nummerpladegenkendelse; Administrationsgebyr; Byggeaffald; Tømning af olie og benzinudskillere; VVM; Vandindvinding . Registrer vandindvindingsdata; Indberetning af vandmængder; Markvand; Fornyelse af indvindingstilladelser; Boringer og erstatningsboringer; …",1640000.0,kommunal,pdf
80.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,hedensted,,Søg og anmeld byggeri i Hedensted Kommune via Byg og Miljø,https://www.hedensted.dk/hedensted_data/dagsorden/Byraadet_2018-2021/26-08-2020/ID2902/Bilag/Punkt_119_Bilag_1_Groen_strategi_2020pdf.pdf,"Løsningen indeholder også en kortservice, som oplyser restriktioner der gælder på din byggegrund. Fx om der er lokalplan, naturbeskyttelseslinjer eller om din byggegrund ligger i landzone. På Byg og Miljø kan du følge din byggesag fra ansøgning og til byggeriet står færdigt og klar til brug.",1640000.0,kommunal,
81.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,csrkompasset,,Miljø | CSR Kompasset,https://www.csrkompasset.dk/milj%C3%B8-0,"Miljø - Luftforurening - Biodiversitet - CO2 udledning og energiforbrug - Jordforurening - Kemikalier og farlige stoffer - Farligt og ikke farligt affald - Forbrug af naturressourcer - Støj, lugt, lys og vibrationer - Vand og Spildevand; Korruption; Kommunikation af krav",1640000.0,privat,
82.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,fmk,,Miljø og Byg - Faaborg-Midtfyn Municipality,https://www.fmk.dk/borger/miljoe-energi-og-affald/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/clean-groen-erhvervsvaekst/,Afdelingen Miljø og Byg i Faaborg-Midtfyn Kommune løser opgaver for borgere og virksomheder inden for miljø og byggeri.,1640000.0,kommunal,
82.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,fmk,,Miljø og Byg - Faaborg-Midtfyn Municipality,https://www.fmk.dk/testsektion/nyt-fmkdk/borger/natur-og-miljoe/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/groent-diplom/groen-institution/,Afdelingen Miljø og Byg i Faaborg-Midtfyn Kommune løser opgaver for borgere og virksomheder inden for miljø og byggeri.,1640000.0,kommunal,
82.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,fmk,,Miljø og Byg - Faaborg-Midtfyn Municipality,https://www.fmk.dk/testsektion/nyt-fmkdk/borger/natur-og-miljoe/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/groent-diplom/groent-kontor/,Afdelingen Miljø og Byg i Faaborg-Midtfyn Kommune løser opgaver for borgere og virksomheder inden for miljø og byggeri.,1640000.0,kommunal,
82.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,fmk,,Miljø og Byg - Faaborg-Midtfyn Municipality,https://www.fmk.dk/borger/miljoe-energi-og-affald/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/clean-groen-erhvervsvaekst/,Afdelingen Miljø og Byg i Faaborg-Midtfyn Kommune løser opgaver for borgere og virksomheder inden for miljø og byggeri.,1640000.0,kommunal,
84.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,brk,,Bornholms Regionskommune,https://www.brk.dk/Indflydelse-Politik/Politikker/Documents/Energipolitik%202040%20Bornholms%20Regionskommune.pdf,"Bornholms Regionskommunes officielle hjemmeside. Her finder du nyheder og generel information om kommunens områder, mulighed for selvbetjening med mere ...",1640000.0,kommunal,
88.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,esbjerg,,Plan & Miljø - Esbjerg,https://www.esbjerg.dk/planer-projekter-og-trafik/planer/kommuneplan/planstrategi-2022-34/baggrundsrapport/groen-by-og-groen-omstilling/groen-omstilling-af-energiforsyningen,Esbjerg Kommunes Plan &amp; Miljøudvalg,1640000.0,kommunal,
88.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,esbjerg,,Plan & Miljø - Esbjerg,https://www.esbjerg.dk/om-kommunen/vision-og-politikker/vision-2025/vision-2025-velfaerd/groent-liv-og-baeredygtighed,Esbjerg Kommunes Plan &amp; Miljøudvalg,1640000.0,kommunal,
90.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,silkeborg,,Natur og Miljø - Silkeborg Kommune,https://silkeborg.dk/Kommunen/Nyheder-Kommunen/Klimastrategi-skal-saette-fart-undr-den-groenne-omstilling,Sektionen løser myndigheds- og driftsopgaver inden for hele natur- og miljøområdet. Vi er inddelt i seks faglige teams med hver vores hovedopgaver.,1640000.0,kommunal,
93.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,gentofte,,Miljø - Gentofte Kommune,https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8,"Miljø Gentofte er en miljøbevidst kommune med store miljø- og naturværdier, hvor en bæredygtig udvikling sikres sammen med borgere, virksomheder og interesseorganisationer. Gentofte Kommune fører miljøtilsyn med flere forhold i kommunen, både i tilknytning til …",1640000.0,kommunal,
94.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,hjoerring,,Byg og Miljø | Hjørring Kommune,https://hjorring.viewer.dkplan.niras.dk/media/1712664/Energiplan_2020_2030_Hjoerring.pdf,"Før du ansøger via Byg og Miljø, er det en rigtig god ide at læse nedenstående oplysninger. Forhåndsdialog med en byggesagsbehandler - På den måde sikre du dig, at du får indsendt alle de relevante oplysninger til din byggeansøgning, og derudover kan du få svar på mange af de spørgsmål som du måtte have i forbindelse med din byggesag.",1640000.0,kommunal,
95.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,stok,,Miljø - STOK,https://www.stok.dk/om-stok/miljoe.aspx,"Miljø &amp; bæredygtighed FSC ... Middelfart og Sorø strøm fra vedvarende energikilder, som for eksempel vandkraft, vindmøller, solceller og biomasse. Download certifikater for de enkelte lokationer nedenunder: Certifikat Langeskov. Certifikat Middelfart.",1640000.0,privat,
97.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionsjaelland,,Miljø - Region Sjælland - Region Sjælland,https://www.regionsjaelland.dk/Miljo/groen-omstilling/energiomstilling/Sider/default.aspx,"Få overblik over Region Sjællands arbejde med miljø og klima. Læs om bekæmpelse af jordforurening, indvinding af råstoffer og de klimaprojekter, vi støtter. Find også information om udvikling af naturparker, energirenovering og den regionale klimastrategi.",1640000.0,kommunal,
97.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionsjaelland,,Miljø - Region Sjælland - Region Sjælland,https://www.regionsjaelland.dk/Miljo/groen-omstilling/cirkul%C3%A6r%C3%B8konomi/Sider/default.aspx,"Få overblik over Region Sjællands arbejde med miljø og klima. Læs om bekæmpelse af jordforurening, indvinding af råstoffer og de klimaprojekter, vi støtter. Find også information om udvikling af naturparker, energirenovering og den regionale klimastrategi.",1640000.0,kommunal,
98.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,billund,,Miljø - Billund Kommune,https://billund.dk/media/985977/baeredygtighed-i-billund-2014_1147941_13-74_v1-1.pdf,Afgørelse om ikke VVM-pligt ved etablering af to moniteringsboringer i Grindsted. Billund Kommune har meddelt afgørelse om ikke VVM-pligt i forbindelse med etablering af to moniteringsboringer til undersøgelse af de geologiske og hydrogeologiske forhold ved den gl. losseplads i Grindsted.,1640000.0,kommunal,
148.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,2030-panelet,,2030-panelet: Tværsektorielt rådgivende organ for fremme ...,https://73c0bc82-2d65-499b-a2d9-058db92c21c2.filesusr.com/ugd/16b44f_c5e98828ea7847d4b0456388269ec13e.pdf,"Replik: Verdensmålene er alt andet end nonsens 20. marts 2021 Martin Bernsen beskylder i Weekendavisen Verdensmålene for at være en spændetrøje, der truer både undervisnings- og metodefriheden. Læs Thomas Ravn-Pedersen og Lene Dammand Lunds svar på …",369000.0,,
1.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvisstovan - Forsíða,https://www.us.fo/Default.aspx?ID=13791,"Øll hava rottuskyldu. Sært tú tekin um rottu, eigur tú at boða kommununi frá. Les um tekin um rottu, hvussu vit verja rottufrí øki, og hvussu tú boðar frá. ...",103.0,statslig,
1.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvisstovan - Forsíða,https://www.us.fo/Default.aspx?ID=13875,"Øll hava rottuskyldu. Sært tú tekin um rottu, eigur tú at boða kommununi frá. Les um tekin um rottu, hvussu vit verja rottufrí øki, og hvussu tú boðar frá. ...",103.0,statslig,
2.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,torshavn,Tórshavnar kommuna,Tórshavnar kommuna,https://www.torshavn.fo/tidindi/kanna-nyggja-og-spennandi-vinnu/,"Oljutangi – soleiðis gert tú Hevur tú ein gamlan oljutanga, sum er millum 20 og 50 ár, skalt tú vera greið yvir, at tangin er í vanda fyri at dálka bæ...",103.0,kommune,
2.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,torshavn,Tórshavnar kommuna,Tórshavnar kommuna,https://www.facebook.com/Torshavn/,"Oljutangi – soleiðis gert tú Hevur tú ein gamlan oljutanga, sum er millum 20 og 50 ár, skalt tú vera greið yvir, at tangin er í vanda fyri at dálka bæ...",103.0,kommune,
4.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sev,,"Heilsa, Trygd og Umhvørvi - SEV",https://www.sev.fo/um-okkum/midlar-og-samskifti/tidindi/grona-foroyska-elorkan-a-arktiskari-radstevnu/,"SEV leggur stóran dent á heilsu, trygd og umhvørvi, og hevur tí eina deild, sum burturav tekur sær av heilsu-, trygdar- og umhvørvisviðurskiftum í felagnum. SEV orðaði hin 17. desember 2008 Heilsu-, Trygdarog Umhvørvispolitikk (HTU), ið er alment tøkur á heimasíðuni hjá SEV.",103.0,statslig,Elselskab der eges af alle kommunerne på færøerne
4.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sev,,"Heilsa, Trygd og Umhvørvi - SEV",https://www.sev.fo/um-okkum/grona-kosin/,"SEV leggur stóran dent á heilsu, trygd og umhvørvi, og hevur tí eina deild, sum burturav tekur sær av heilsu-, trygdar- og umhvørvisviðurskiftum í felagnum. SEV orðaði hin 17. desember 2008 Heilsu-, Trygdarog Umhvørvispolitikk (HTU), ið er alment tøkur á heimasíðuni hjá SEV.",103.0,statslig,Elselskab der eges af alle kommunerne på færøerne
8.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fuglafjordur,,"Kunning um umhvørvi – gamlir oljutangar, sum leka",https://fuglafjordur.fo/arktis-foeroyar-og-fuglafjarda-havn/,"Borgarar hava gjørt Fuglafjarðar kommunu varhuga við, at olja seyrar úr bakkanum oman móti sandinum, á Gjógvaravegnum áleið miðskeiðis millum Gjógvará og Mentunarhúsið. Talan er um ein gamlan oljutanga, sum hevur likið, har jørðin er dálkað við dieselolju. Tá regn er, lekur oljan úr lendinum og ren",103.0,kommune,"denne kommune har virksomhed i fragt og olie branchen, som gør at de har interesse i arktis"
11.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,Umhvørvi | FMA,https://fma.fo/news/herd-foerleikakroev-til-sjofolk-id-sigla-i-polhoevum/,"FMA. Bókbindaragøta 8, Tórshavn Tel +298 35 56 00 fma@fma.fo V-tal: 348686. FAS. Bókbindaragøta 8, Tórshavn Tel +298 35 15 00 fas@fma.fo",103.0,statslig,
11.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,Umhvørvi | FMA,https://fma.fo/wp-content/uploads/2017/08/sjvinnupolitikkur-2017.pdf,"FMA. Bókbindaragøta 8, Tórshavn Tel +298 35 56 00 fma@fma.fo V-tal: 348686. FAS. Bókbindaragøta 8, Tórshavn Tel +298 35 15 00 fas@fma.fo",103.0,statslig,
12.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,hav,,Starvsfólk í stavrað - Havstovan,http://www.hav.fo/index.php?searchword=arktis&searchphrase=all&Itemid=167&option=com_search,Havstovan Faroe Marine Research Institute: P. O. Box 3051 Nóatún 1 FO-110 Tórshavn Faroe Islands: Tel +298 35 39 00 hav@hav.fo: Vevmeistari © Havstovan 2011,103.0,statslig,
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",https://www.gransking.fo/fo/leita/?s=arktis,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
