result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
,,Astrids egne input,,Greenlandic,apf,Arctic Prime Fisheries,,http://www.apf.gl,Fishing company. No actual mention of sustainability,,,,425,,200,,faac1eb2-b41e-453a-be85-11e4d3e91153.html,text/html,utf-8
351.0,bing,“Burðardygd” or “burðardygg”,,Faroese,visitfaroeislands,,Visit Faroe Islands ÁRSFRÁGREIÐING 2019,https://www.visitfaroeislands.com/content/uploads/2020/05/vfi_rsfrgreiing_2019spread_web.pdf,"6 - Visit Faroe Islands / Ársfrágreiðing 2019 Ársfrágreiðing 2019 / Visit Faroe Islands - 7 Ferðavinnan 2019 í tølum Hagstova Føroya savnar í samstarvi við Visit Faroe Islands inn gistingarhagtøl, eins og onnur lyklatøl, sum vísa týdningin av ferðavinnuni fyri tjóðarbúskapin og tal av arbeiðsplássum.",95.0,statslig,,380,,200,,e9fbfebf-37b1-481e-a68a-cca8cc7255c7.pdf,application/pdf,
,,Astrids egne input,,Greenlandic,killut,Killut - grønlandsk mad/restaurant,,https://killut.gl,"restaurant: ""kombinerer de traditionelle grønlandske smagsoplevelser fra grønlandsk mad, tilberedt ved ildstedet i fjorden, med friske lokale råvarer og velkendte europæiske retter.""",,,,424,,200,,f83b419a-932a-4f98-ac11-22cb82678e67.html,text/html,utf-8
53.0,,Arctic Consensus' Liste - Danmark,,Danish,greenland-travel,Grønlands Rejsebureau,,https://www.greenland-travel.dk/om-os/csr/,,,,,411,,200,,8e8befa8-711c-46c4-8d7f-345f4896e230.html,text/html,utf-8
,,Greenland Business Association,,Greenlandic,arcticwonder,,,http://www.arcticwonder.com/about-us/,Tourist operator - East Greenland,,,,420,,200,,f9335784-0847-46d9-8c0e-5d9c368db09d.html,text/html,utf-8
69.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,konsult,,Løgtingslóg um trygd á sjónum - fmareglur.konsult.fo,https://fmareglur.konsult.fo/logtingslog-um-trygd-a-sjonum,"§ 10. Landsstýrismaðurin kann áseta reglur um framleiðslu, marknaðarføring og sølu av stuttleikaførum, skipaútgerð, persónligum verndarútbúnað og øðrum lutum, ið brúktir verða umborð á skipum, undir hesum um skyldur teirra, ið marknaðarføra nevndu før ella lutir at taka neyðug ráð til verju móti vanda fyri trygd, heilsu ella umhvørvi, ið kann standast av ...",103.0,,Faroese Maritime Authority,315,,200,,399b15a3-2702-434b-bdca-1204519346da.html,text/html,utf-8
,,CSR Greenland,,Greenlandic,pisiffik,Pisiffik,,https://www.pisiffik.gl/gl/content/111-pisiffik-nuan,,,,,415,,200,,c4416c7b-1142-4f3a-a0d0-5b7e0dc65a7a.html,text/html,utf-8
,,CSR Greenland,,Greenlandic,facebook,Ulo Rengøring,,https://www.facebook.com/Dampvaskeri/,,,,,414,,200,,accde443-eb6b-45da-9ee9-ad3bd78501ee.html,text/html,utf-8
31.0,,Arctic Consensus' Liste - Danmark,,Danish,moe,MOE A/S,,https://www.moe.global/services/sustainability/,,,,,403,,200,,5b00c031-402c-4f33-b027-1aaefc4620c5.html,text/html,utf-8
,,Olivias egne input,,Faroese,snaldan,Snældan,,https://snaldan.fo/pages/our-story,Uld producent ,,,,433,,200,,19f45ad8-b45d-4705-8a16-391fb1a010c1.html,text/html,utf-8
,,Astrids egne input,,Greenlandic,lingshuntinggreenland,Lings hunting Greenland,,https://lingshuntinggreenland.com/?fbclid=IwAR0eSfL86mFqpRV8DJV2-vtBf7NjvspLRG35sdnkQZLw1pokVWhUMVPitsg,"Trophy hunting - nature as product, no mention of sustainability",,,,428,,200,,da14aba7-c30d-481b-a2a7-60c605db4f2d.html,text/html,utf-8
,,Olivias egne input,,Faroese,oceanrainforest,Ocean Rainforest,,http://www.oceanrainforest.com/about-overview,Tang virksomhed,,,,431,,200,,0e01090e-1383-462b-9103-373d3583fe5c.html,text/html,utf-8
7.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,veluxfoundations,,Miljø - et hav i balance | THE VELUX FOUNDATIONS,https://veluxfoundations.dk/da/det-stoetter-vi/miljoe,"Andet påvirker havets økosystem på andre måder, fx ved at fremme eutrofiering. Vi støtter projekter, der modvirker udledning af miljøfarlige eller miljøfremmede stoffer i havmiljøet. Det omfatter menneskeskabte aktiviteter, der forårsager skadevirkninger på levende ressourcer og marine økosystemer, herunder tab af biodiversitet.",1640000.0,Privat,,452,,200,,56d25309-e833-4bbe-915a-fd2fe71eda14.html,text/html,utf-8
33.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,norskov,,Miljø,https://www.norskov.dk/miljo,"Nørskov miljø er rigtig gode til at lave en simpel miljøkortlægning, der kan bruges til f.eks. ansøgning om miljøgodkendelse, miljøcertificering, styring af kritiske leverandører eller til at få styr på opsamlingen af data vedr. miljøet. Samtidig får din virksomhed ofte styr på omkostningerne til energi, vand og bortskaffelse af ...",1640000.0,privat,,461,,200,,64150e94-a034-4345-9d55-ef36765cd060.html,text/html,utf-8
9.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,miljoeportal,,Danmarks Miljøportal Miljoeportalen.dk,https://miljoeportal.dk/media/1337/dmp-strategi-2020-1-maj-2020.pd,"Danmarks Miljøportal satser i vores strategi på cirkulær økonomi, klimatilpasning, nye teknologier og nye partnerskaber. Dermed kan vi endnu bedre understøtte samfundet i at gennemføre Danmarks grønne omstilling",1640000.0,Privat,,454,,404,,,,
41.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,avl,,Miljø - Aage Vestergaard Larsen A/S - AVL,https://avl.dk/miljo,"Miljø. Miljøet spares gennemsnitlig for 2,4 kilo CO2 udslip for hvert kilo plast, der genanvendes i stedet for at blive brændt. ... En anden og stor del af vores plastspild/affald eksporteres til lavtlønslande for såvel sortering og oparbejdning som forbrænding.",1640000.0,privat,,467,,200,,3874c9ab-b219-434e-b295-92ed5386fcc8.html,text/html,utf-8
312.0,bing,“Burðardygd” or “burðardygg”,,Faroese,setur,,Burðardygg matvøruframleiðsla í vísindum og í verki …,https://www.setur.fo/fo/setrid/tidindi/burdardygg-matvoruframleidsla-i-visindum-og-i-verki/,Intensivt skeið fyri master- og ph.d.-lesandi um umskifti til ein burðardyggan búskap í londunum í norðurhøvum Ert tú master- ella ph.d.-lesandi? Hev...,95.0,statslig,,359,,200,,b24e46a0-911c-4b07-bbaa-b28643042461.html,text/html,utf-8
5.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,alternativet,,"Klima, miljø og natur // Alternativet",https://alternativet.dk/application/files/8815/5953/4668/renereluftoggroenneretrafikibyerne-alternativet.pdf,I en cirkulær økonomi tages der ansvar for at genanvende affaldet som nye råmaterialer samt at forlænge levetiden af produkter ved effektivt genbrug. I en sådan model bliver råmaterialerne brugt igen og igen i stedet for at blive nedgraderet til forurening gennem affaldsforbrænding. Det globale befolkningstal stiger år for år.,1640000.0,Statslig,Links er til PDF-tekster,442,,200,,ade402d6-8125-43d4-ac47-16cb0e01426f.pdf,application/pdf,
32.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,mariagerfjord,,Natur og MiljøDagsorden og referater fra Teknik og Miljø ...,https://www.mariagerfjord.dk/Borger/Natur-og-Miljoe/Natur/Naturen---en-rentabel-del-af-landbruget,,1640000.0,kommunal,,459,,200,,1d512de1-a6cf-4b9a-a14e-7b02f0709573.html,text/html,utf-8
20.0,,Arctic Consensus' Liste - Færøerne,,Faroese,bakkafrost,Bakkafrost,,https://www.bakkafrost.com/en/about-us/sustainability/sustainability/,,,,,400,,200,,dd11e1a2-6565-4d0d-91ca-efa21067df07.html,text/html,utf-8
,,Astrids egne input,,Greenlandic,qiviut,Qiviut - garn,,https://www.qiviut.gl/om-qiviut/,"Wool / yarn manufacturer and shops ""software by nature""",,,,426,,200,,70f8de8a-1bde-4b79-8cbf-c6a18265556d.html,text/html,utf-8
4.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,mfvm,,"Ministeriet for Fødevarer, Landbrug og Fiskeri ...",https://fvm.dk/nyheder/nyhed/nyhed/fn-forbyder-brug-af-staerkt-forurenende-skibsbraendstof-i-arktis/&sa=U&ved=2ahUKEwik58z0-onwAhUnxoUKHSYNARcQFjAAegQIARAB&usg=AOvVaw1qU7ov9WrDW7QCO9ijGw1Z,"Den 19. november 2020 er det besluttet, at Miljø- og Fødevareministeriet opdeles i to: Miljøministeriet og Ministeriet for Fødevarer, Landbrug og Fiskeri. Ligestillingsområdet overtages af Beskæftigelsesministeriet, og området for nordisk samarbejde flyttes til Udviklingsministeriet.",1640000.0,Statslig,,440,https://fvm.dk/nyheder/nyhed/nyhed/fn-forbyder-brug-af-staerkt-forurenende-skibsbraendstof-i-arktis/&sa=U&ved=2ahUKEwik58z0-onwAhUnxoUKHSYNARcQFjAAegQIARAB&usg=AOvVaw1qU7ov9WrDW7QCO9ijGw1Z/,404,,,,
334.0,bing,“Burðardygd” or “burðardygg”,,Faroese,tjodveldi,,Fjøltáttað og nýskapandi vinnulív | Tjóðveldi,http://www.tjodveldi.fo/?page_id=309,"Lívfrøðilig burðardygd: Lívfrøðiliga burðardygg stovnsrøkt verður tryggj­að við at fylgja vísindaligum tilmælum, ið skulu verða lagað til tær regu­lerings­skip­anir, sum eru í gildi, og sum skulu byggjast á fremstu vísindaligu royndir, gransking og neyva inn­savning av vitan og royndum hjá teimum, ið hava rikið og ...",95.0,politisk parti,,374,https://www.tjodveldi.fo:443/?page_id=309,200,,c93efa61-9a52-4012-9eac-87992ac80a09.html,text/html,utf-8
35.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,sundolitt,,Miljø - Sundolitt,https://www.sundolitt.com/da/miljo/,"Deponering af EPS affald vil være mindst ønskværdigt og være en ... risiko. EPS er stabilt, biologisk ufarligt og ikke toksisk. Se også sikkerhedsdatablade . Miljøvurdering Byg et bedre miljø med Sundolitt (EPS ... hvor der spares langt mere energi (læses forurening) end der forbruges til at fremstille og indbygge ...",1640000.0,privat,,462,,200,,44508ce6-adf0-46fb-aded-c905787ea8e5.html,text/html,utf-8
352.0,bing,“Burðardygd” or “burðardygg”,,Faroese,issuu,,Atlantic Review WINTER 2020 by Atlantic Airways - Issuu,https://issuu.com/atlanticairways/docs/2020_atlanticreview_edition__1_sk_ggja,"„Okkara framleiðsla skal vera burðardygg, og hon skal ikki vera ein last fyri umhvørvið á nakran hátt,“ staðfestir Heidi Lindenskov Róadóttir av­ gjørd, meðan hinar nikka samtykkjandi.",95.0,,,381,,200,,f80e8041-b41c-4f2b-a66f-6112e1a97e02.html,text/html,utf-8
39.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,automester,,Vi værner om miljøet | AutoMester,https://automester.dk/miljoe,"Miljø og bæredygtighed. Hos AutoMester sørger vores værksteder for, at det miljøfarlige affald altid bliver forsvarligt håndteret. Derfor arbejder vi sammen med de bedste miljøaffaldsfirmaer i branchen, så vi sikrer korrekt håndtering af f.eks. spildolie, batterier, defekte reservedele og dæk. Hos AutoMester værner vi om miljøet.",1640000.0,privat,,463,,200,,514a5eed-85e5-4fe9-9aa3-8fcecbb55e61.html,text/html,utf-8
,,Kistas egne input,,Greenlandic,womeninthearcticandantarctic,Aviaja Lyberth Hauptmann: mikrobiolog,,https://womeninthearcticandantarctic.ca/2019/01/19/aviaja-lyberth-hauptmann/,"Sustainable businesses through microbiology. Tekst på engelsk. Aviaja arbejder med mikrobiologi i arktis, med håb om at kunne modarbejde den tunge industri der findes i arktis",,,,436,,200,,fa0178aa-95d7-4fe2-adcb-9d5c0ca6710b.html,text/html,utf-8
50.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,aalborg,,"Miljø, energi og bæredygtighed i Aalborg Kommune",https://www.aalborg.dk/miljoe-energi-og-natur/klima,"Miljø, energi og natur. Klima; Trafikkens miljøkonsekvenser; Jord; Affald og genbrug; Drikkevand og grundvand; Spildevand og kloakering; Vandløb; Vådområder og lavbundsprojekter; Vandplanprojekter; Varme; Fredning og naturbeskyttelse; Skadevoldende dyr og planter; Drift af grønne områder; Bæredygtighedsmanual; Hønsehold og fuglehold i haven; Hold af kælegrise",1640000.0,kommunal,,472,,200,,a714e04d-22a6-43aa-ae56-811adf96cbcc.html,text/html,utf-8
49.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,cowi,,Miljø - COWI,https://www.cowi.dk/om-cowi/nyheder-og-presse/cowi-bliver-co2-neutral-i-2020,"Vi leverer specialistrådgivning og innovative løsninger, der skaber et bedre samfund og beskytter miljøet. Vores ydelser er tilpasset kundernes konkrete behov, enten som enkeltstående ydelser eller som ydelser integreret i komplekse projekter inden for byudvikling, infrastruktur, klimatilpasning, energi og sundhed.",1640000.0,privat,,469,,200,,adceeac4-2e45-4ed7-9b31-66da520b69a9.html,text/html,utf-8
,,Kistas egne input,,Greenlandic,wildfood,"Wildfood: bestilling af fangst eller fiskeri, lokalt.",,https://wildfood.gl,"""Grønlandske råvarer direkte fra kilden""
Opstartet sidste år, kan være sæsonpræget. Private kan meddele når de skal ud at fange fisk el. lign. og forbrugere/borgere kan efterspørge antal eller kg fisk, skaldyr m.m.",,,,438,,200,,6c4831ab-fde8-4394-9ead-9a0b945bf374.html,text/html,utf-8
16.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,sst,,Miljø - Sundhedsstyrelsen,https://www.sst.dk/da/Viden/Miljoe/Sol-og-vejrforhold/Klimaaendringer,"Sundhedsstyrelsen rådgiver andre myndigheder om helbredseffekter af miljøpåvirkninger, men fastsætter ikke selv regler på området. De myndigheder, der regulerer miljøfaktorer for at forebygge negative effekter på mennesker og miljø, fremgår af de enkelte afsnit.",1640000.0,Statslig,Sundhedsrisici ved klimaforandringer,455,,200,,1ed4f175-ce4a-4ce4-aaa5-555a7d922d01.html,text/html,utf-8
359.0,bing,“Burðardygd” or “burðardygg”,,Faroese,cdn,,BÚSKAPARFRÁGREIÐING,https://setur.cdn.fo/media/1093/buskaparradid_september_2011.pdf?s=b-5vbfUV0u6wQjUqfhEAnlWSNzQ,"burðardygg. Harafturat fæst hægri prísur, um fiskiskapurin er góðkendur sum 1",95.0,statslig,,384,,200,,cca3655f-a805-46bb-8adf-00e2fdff7117.pdf,application/pdf,
,,Astrids egne input,,Greenlandic,polartrophyhunt,Polar Trophy Hunt,,https://en.polartrophyhunt.com,"Trophy hunting - nature as product, no mention of sustainability",,,,427,,200,,ac4834f3-aebc-4569-97a7-881cdc3141a2.html,text/html,utf-8
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is",480,,200,,f6e227b8-aaeb-46d2-a461-1094be7a3986.html,text/html,utf-8
73.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,kefm,,"Klima-, miljø- og naturmæssige konsekvensvurderinger",https://kefm.dk/klima-og-vejr/klimaindsatsen-i-danmark,"Klima-, miljø- og naturmæssige konsekvensvurderinger Et godt grundlag for en politisk beslutning skal indeholde en vurdering af et forslags påvirkning på samfundet som en helhed, herunder påvirkninger på klimaet, miljøet og naturen.",1640000.0,statslig,"Umiddelbart er der en tendens til at ministerier taler om 'grønne tiltag' frem for bæredygtighed. Yderligere virker det til at der er en klar opdeling mellem hvor Danmark som Rigsfælleskab bliver nævnt (f.eks. fremgår Grønland og Færøerne ikke under Klima og vejr, men kun under Danmarks tilslutning til diverse globale samarbejder). Det kan måske være interessant at kigge nærmere på. Der er nok i virkeligheden også flere undersider på kefm.dk der kan være interessante, men har forsøgt så vidt muligt at vælge ""aktør-udtalelser"", dvs. steder hvor der virker til at kefm udtaler sig om specifikke nationale anliggender (en udtalelse om den nationale klimaindsats er taget med, men en udtalelse om parisaftalen er ikke). Skal måske revurderes.",486,,200,,3e3eb24a-3d1b-4241-bfa2-b398c275736b.html,text/html,utf-8
,,CSR Greenland,,Greenlandic,permagreen,Permagreen,,http://www.permagreen.gl/om-permagreen/?lang=gl,,,,,416,,200,,8c1e7f18-b06a-4cb6-8572-93d9f8e6518e.html,text/html,utf-8
,,CSR Greenland,,Greenlandic,bus,Nuup Bussii,,https://bus.gl/kl/nuup-bussii-pillugu/csr/,,,,,417,,200,,23d323dc-e22d-49a6-858e-f00279f35a82.html,text/html,utf-8
40.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,tvis,,TVIS | Miljø,https://tvis.net/miljoe/,"Miljø. Fjernvarmeforbrugerne er langt i den grønne omstilling. ... Dels ved at udvikle flere Vedvarende Energi-projekter i TVIS-systemet, men også ved at tilbyde fjernvarme til endnu flere. Udfasning af fossile brændsler. CO 2-udledningen fra fjernvarmen i Trekantområdet er faldet med 75% siden 1990.",1640000.0,privat,,464,,200,,88995f23-8774-4c05-b0d7-f04828963454.html,text/html,utf-8
65.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,venstre,,"Natur og miljø - Venstre, Danmarks Liberale Parti",https://www.venstre.dk/politik/principprogram/natur-og-miljoe,"Grænseoverskridende forurening skal bekæmpes i EU og i internationalt regi. Fælles EU-miljøkrav på alle områder, hvor forureningen er grænseoverskridende, skal sikre, at borgere og virksomheder i ét EU-land ikke kan overvælte omkostninger på et andet EU-land.",1640000.0,statslig,,479,,200,,20d0eda5-0450-4243-b352-ae297276fec3.html,text/html,utf-8
345.0,bing,“Burðardygd” or “burðardygg”,,Faroese,lms,,Frágreiðing frá Fiskiorkunevndini,http://tilfar.lms.fo/logir/alit/2008.06%20Frágreiðing%20frá%20fiskiorkunevndini.pdf,"burðardygg, og at mest møguligt virði fæst burturúr hjá fiskivinnuni yvirhøvur. Nevndin mælir tí til, at skipanin verður førd aftur til tað, sum varð ætlað í 1996, so at ein tillaging",95.0,statslig,,377,,200,,3b59f86c-7ce1-4c71-8616-5755d2e0ba62.pdf,application/pdf,
,Nukissiorfiit,Astrids' research,,Greenlandic,nukissiorfiit,Nukissiorfiit,,https://nukissiorfiit.gl/da/Soeg?q=bæredygtighed,,,,,423,,200,,25f7fbbb-26aa-46ea-911a-b73fa1d23269.html,text/html,utf-8
84.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,brk,,Bornholms Regionskommune,https://www.brk.dk/Indflydelse-Politik/Politikker/Documents/Energipolitik%202040%20Bornholms%20Regionskommune.pdf,"Bornholms Regionskommunes officielle hjemmeside. Her finder du nyheder og generel information om kommunens områder, mulighed for selvbetjening med mere ...",1640000.0,kommunal,,496,,200,,1b051003-3f97-4f91-a21f-bbdb98105409.pdf,application/pdf,
,,CSR Greenland,,Greenlandic,brugseni,Brugseni,,https://brugseni.gl/gl/csr/,,,,,419,,200,,bb812b53-c6ed-409e-833f-26f226828a72.html,text/html,utf-8
1.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,us,,Umhvørvisstovan - Forsíða,https://www.us.fo/Default.aspx?ID=13791,"Øll hava rottuskyldu. Sært tú tekin um rottu, eigur tú at boða kommununi frá. Les um tekin um rottu, hvussu vit verja rottufrí øki, og hvussu tú boðar frá. ...",103.0,statslig,,507,,200,,63781c87-19a2-42b1-ad68-deae942c319f.html,text/html,utf-8
93.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,gentofte,,Miljø - Gentofte Kommune,https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8,"Miljø Gentofte er en miljøbevidst kommune med store miljø- og naturværdier, hvor en bæredygtig udvikling sikres sammen med borgere, virksomheder og interesseorganisationer. Gentofte Kommune fører miljøtilsyn med flere forhold i kommunen, både i tilknytning til …",1640000.0,kommunal,,500,https://www.gentofte.dk/det-lokale-demokrati/budget-planer-og-politikker/planer-politikker-og-indsatser/groen-baeredygtig-og-klimaansvarlig-kommune/,200,,073664fc-3296-44f7-8137-dec0bb8a98ef.html,text/html,utf-8
,,Olivias egne input,,Faroese,tora,Tora guides,,https://tora.fo/da/about-us/,turisme organisation,,,,434,,200,,61c3b4f0-3910-4c21-aefa-508e53886515.html,text/html,utf-8
26.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,bane,,GAB Miljø Anlæg | Banedanmark,https://www.bane.dk/da/Om-Banedanmark/Baeredygtig-bane,Håndtering af affald Jordforurening Luftforurening Støj og vibrationer Anlægsmanual Politikker Tekniske data CAD Modeller Eksisterende ledninger Afvanding ... GAB Miljø Anlæg Publiceringsdato: 24.02.2017 Her finder du den generelle arbejdsbeskrivelse (GAB) for miljø anlæg. pdf Footer Banedanmark. Carsten ...,1640000.0,Statslig,"Interessante tekstbidder om bæredygtighed ift. togtransport. Et link referer til arktis, kan dog ikke vurdere hvor relevant det nødvendigvis er: https://www.bane.dk/-/media/Bane/Borger/Baneprojekter/Kommende-projekter/Elektrificering-og-opgradering-Aarhus-H-_-Lindholm/VVM_redegoerelse/Hastighedsopgradering-Aarhus_Hobro/1100014220_14611_Klimatilpasning_-Hast-Aarhus_Hobro.pdf",456,,200,,ced459be-a7be-43fc-82f3-feb99fa087e7.html,text/html,utf-8
356.0,bing,“Burðardygd” or “burðardygg”,,Faroese,logting,,Frágreiðing frá Fiskiorkunevndini,http://www.logting.fo/files/casestate/9965/135.09%20Skjal%20A.pdf,6.2.5 Búskaparlig burðardygd - Úrslit .....19 7 Gongdin 1996-2008 ...............................................................................................................................19,95.0,statslig,,383,https://www.logting.fo:443/files/casestate/9965/135.09%20Skjal%20A.pdf,200,,d782eaca-4c50-4fbe-a7df-6395cc4dd679.pdf,application/pdf,
148.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,2030-panelet,,2030-panelet: Tværsektorielt rådgivende organ for fremme ...,https://73c0bc82-2d65-499b-a2d9-058db92c21c2.filesusr.com/ugd/16b44f_c5e98828ea7847d4b0456388269ec13e.pdf,"Replik: Verdensmålene er alt andet end nonsens 20. marts 2021 Martin Bernsen beskylder i Weekendavisen Verdensmålene for at være en spændetrøje, der truer både undervisnings- og metodefriheden. Læs Thomas Ravn-Pedersen og Lene Dammand Lunds svar på …",369000.0,,,506,,200,,6850bd23-f372-4f73-a812-92dbdd9b7214.pdf,application/pdf,
74.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,furesoe,,Center for By og Miljø | Furesø Kommune,https://www.furesoe.dk/oplevelser/velkommen-til-furesoe/miljoe-og-klima/,"Centeret har også ansvaret for planlægning og udførelse af natur- og miljøopgaver. Derudover har centeret ansvar for kommunens veje og stier, trafiksikkerhed, forvaltning af grønne områder, snerydning, glatførebekæmpelse og affaldshåndtering.",1640000.0,kommunal,,488,,200,,f0c75cd5-2c55-487e-943f-829492ad013c.html,text/html,utf-8
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",(link,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands,518,http://(link,,invalid-url,,,
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",til,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands,519,http://til,,invalid-url,,,
,,Kistas egne input,,Greenlandic,knr,Inunnguaq Hegelund: kok: lokal mad,,https://knr.gl/kl/nutaarsiassat/nutaanik-malittarisassaqalernera-imminut-pilersorsinnaanitsinnut-iluaqutaassaaq,"Selvforsynende, lokal mad. Desværre er artikel fra visitgreenland ikke på grønlandsk",,,,437,,200,,217fcc74-f46e-4b4b-b7ac-01fc4b5b4066.html,text/html,utf-8
